sale_item_id,quantity,unit_price,sale_id,product_id
382,8,128.38,130,48
383,3,262.4,130,3
384,15,391.54,131,18
385,3,871.09,131,68
386,13,672.62,132,88
387,2,779.51,132,36
388,5,152.29,132,7
389,15,810.42,132,35
390,14,503.53,132,6
391,4,262.76,133,19
392,15,424.9,134,8
393,13,288.39,134,73
394,2,430.04,134,40
395,6,540.93,134,25
396,5,889.24,135,63
397,13,445.05,135,11
398,4,245.23,135,34
399,7,672.62,135,88
400,15,533.55,135,38
401,2,288.39,136,73
402,13,810.42,136,35
403,9,331.1,136,49
404,5,556.44,136,61
405,1,844.38,137,81
406,3,495.88,137,90
407,11,660.54,137,64
408,7,128.38,137,48
409,11,622.98,138,28
410,12,507.2,138,93
411,12,897.18,138,42
412,14,303.17,138,82
413,7,541.53,138,54
414,3,424.9,139,8
415,11,454.62,139,67
416,13,282.29,139,50
417,2,970.35,140,12
418,4,242.64,140,23
419,6,131.98,140,79
420,9,668.09,140,22
421,8,533.55,141,38
422,9,884.18,141,53
423,13,230.67,141,55
424,15,235.62,142,84
425,9,468.83,142,32
426,14,478.52,142,24
427,9,801.07,143,47
428,10,549.99,143,85
429,5,283.02,143,26
430,10,668.09,143,22
431,5,235.62,143,84
432,5,886.03,144,21
433,8,430.04,144,40
434,8,747.74,144,33
435,14,235.62,145,84
436,10,897.18,145,42
437,2,145.56,145,80
438,10,152.29,145,7
439,6,333.39,146,59
440,5,488.37,146,10
441,2,203.73,146,16
442,13,886.03,146,21
443,7,160.32,146,31
444,4,540.93,147,25
445,7,711.43,147,20
446,1,779.51,147,36
447,7,242.64,148,23
448,8,568.84,148,5
449,5,488.37,148,10
450,9,304.33,148,13
451,9,488.37,149,10
452,10,541.53,149,54
453,11,260.66,149,65
454,13,262.76,149,19
455,15,180.21,150,58
456,1,503.53,150,6
457,5,651.75,150,62
458,9,540.93,150,25
